country,pathogen,pathogen_label,pathogen_column,max_count,n_months,dq_pass,dq_reason,dq_set_triggered,dq_longest_zero_run_months,months_above_low_activity_threshold,post_nonzero_months,status,reason,threshold,dip_time,last_pre_time,rebound_time,suppression_duration_months,is_right_censored,series_end,pre2020_baseline_start,pre2020_longest_below_threshold_run_months,pre2020_effective_baseline_run_months,excess_gap_months,suppression_zero_processed_run_months,country_level_no_excess_gap_warning
Afghanistan,RSV,RSV,RSV,0.0,201,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Afghanistan,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,201,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Afghanistan,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,201,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Afghanistan,Adenovirus,Adenovirus,ADENO,0.0,201,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Afghanistan,InfluenzaA,InfluenzaA,INF_A,177.0,201,True,,none,,22,35,ok,observed_rebound,8.15,2020-04-01,2020-03-01,2021-11-01,20.0,False,2026-05-01,2015-03-01,16.0,12.0,8.0,4.0,False
Afghanistan,InfluenzaB,InfluenzaB,INF_B,41.0,201,True,,none,,2,40,ok,observed_rebound,1.1,2020-04-01,2020-03-01,2020-10-01,7.0,False,2026-05-01,2015-03-01,10.0,10.0,0.0,4.0,True
Albania,RSV,RSV,RSV,13.0,353,False,low_activity_all_months_below_threshold,none,,0,5,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-04-01,,,,,,
Albania,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,353,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-04-01,,,,,,
Albania,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,353,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-04-01,,,,,,
Albania,Adenovirus,Adenovirus,ADENO,0.0,353,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-04-01,,,,,,
Albania,InfluenzaA,InfluenzaA,INF_A,949.0,353,True,,none,,31,35,ok,observed_rebound,12.2,2020-04-01,2020-03-01,2021-12-01,21.0,False,2026-04-01,2015-03-01,11.0,11.0,10.0,8.0,False
Albania,InfluenzaB,InfluenzaB,INF_B,174.0,353,True,,none,,16,19,ok,observed_rebound,7.15,2020-04-01,2020-03-01,2023-01-01,34.0,False,2026-04-01,2015-03-01,21.0,12.0,22.0,8.0,False
Algeria,RSV,RSV,RSV,10.0,340,False,low_activity_all_months_below_threshold,none,,0,0,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Algeria,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,340,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Algeria,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,340,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Algeria,Adenovirus,Adenovirus,ADENO,2.0,340,False,low_activity_all_months_below_threshold,none,,0,0,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Algeria,InfluenzaA,InfluenzaA,INF_A,313.0,340,True,,none,,36,29,excluded,zero_testing_explains_excess_gap,14.4,2020-04-01,2020-03-01,2021-11-01,20.0,False,2026-05-01,2015-03-01,21.0,12.0,8.0,9.0,False
Algeria,InfluenzaB,InfluenzaB,INF_B,121.0,340,True,,none,,13,24,ok,observed_rebound,6.05,2020-04-01,2020-03-01,2022-11-01,32.0,False,2026-05-01,2015-03-01,21.0,12.0,20.0,9.0,False
Angola,RSV,RSV,RSV,0.0,181,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2025-01-01,,,,,,
Angola,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,181,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2025-01-01,,,,,,
Angola,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,181,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2025-01-01,,,,,,
Angola,Adenovirus,Adenovirus,ADENO,0.0,181,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2025-01-01,,,,,,
Angola,InfluenzaA,InfluenzaA,INF_A,10.0,181,False,low_activity_all_months_below_threshold,none,,0,7,excluded,low_activity_all_months_below_threshold,,,,,,False,2025-01-01,,,,,,
Angola,InfluenzaB,InfluenzaB,INF_B,11.0,181,False,low_activity_all_months_below_threshold,none,,0,1,excluded,low_activity_all_months_below_threshold,,,,,,False,2025-01-01,,,,,,
Anguilla,RSV,RSV,RSV,0.0,80,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2023-09-01,,,,,,
Anguilla,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,80,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2023-09-01,,,,,,
Anguilla,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,80,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2023-09-01,,,,,,
Anguilla,Adenovirus,Adenovirus,ADENO,0.0,80,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2023-09-01,,,,,,
Anguilla,InfluenzaA,InfluenzaA,INF_A,1.0,80,False,low_activity_all_months_below_threshold,none,,0,0,excluded,low_activity_all_months_below_threshold,,,,,,False,2023-09-01,,,,,,
Anguilla,InfluenzaB,InfluenzaB,INF_B,1.0,80,False,low_activity_all_months_below_threshold,none,,0,0,excluded,low_activity_all_months_below_threshold,,,,,,False,2023-09-01,,,,,,
Antigua and Barbuda,RSV,RSV,RSV,0.0,64,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2023-09-01,,,,,,
Antigua and Barbuda,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,64,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2023-09-01,,,,,,
Antigua and Barbuda,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,64,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2023-09-01,,,,,,
Antigua and Barbuda,Adenovirus,Adenovirus,ADENO,0.0,64,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2023-09-01,,,,,,
Antigua and Barbuda,InfluenzaA,InfluenzaA,INF_A,0.0,64,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2023-09-01,,,,,,
Antigua and Barbuda,InfluenzaB,InfluenzaB,INF_B,1.0,64,False,low_activity_all_months_below_threshold,none,,0,0,excluded,low_activity_all_months_below_threshold,,,,,,False,2023-09-01,,,,,,
Argentina,RSV,RSV,RSV,10658.0,350,True,,none,,106,71,ok,observed_rebound,338.85,2020-04-01,2020-03-01,2021-05-01,14.0,False,2026-05-01,2015-03-01,7.0,7.0,7.0,0.0,False
Argentina,Metapneumovirus,Metapneumovirus,METAPNEUMO,2739.0,350,True,,none,,64,66,ok,observed_rebound,28.7,2020-04-01,2020-03-01,2021-07-01,16.0,False,2026-05-01,2015-06-01,7.0,7.0,9.0,0.0,False
Argentina,Parainfluenza,Parainfluenza,PARAINFLUENZA,1250.0,350,True,,none,,113,74,ok,observed_rebound,32.9,2020-04-01,2020-03-01,2021-07-01,16.0,False,2026-05-01,2015-03-01,2.0,2.0,14.0,0.0,False
Argentina,Adenovirus,Adenovirus,ADENO,525.0,350,True,,none,,131,75,ok,observed_rebound,26.25,2020-12-01,2020-11-01,2021-01-01,2.0,False,2026-05-01,2015-03-01,1.0,1.0,1.0,0.0,False
Argentina,InfluenzaA,InfluenzaA,INF_A,7218.0,350,True,,none,,158,67,ok,observed_rebound,360.9,2020-04-01,2020-03-01,2022-02-01,23.0,False,2026-05-01,2015-03-01,11.0,11.0,12.0,0.0,False
Argentina,InfluenzaB,InfluenzaB,INF_B,3405.0,350,True,,none,,91,63,ok,observed_rebound,29.9,2020-04-01,2020-03-01,2022-08-01,29.0,False,2026-05-01,2015-03-01,7.0,7.0,22.0,0.0,False
Armenia,RSV,RSV,RSV,67.0,187,True,,none,,2,12,ok,observed_rebound,1.55,2020-04-01,2020-03-01,2022-12-01,33.0,False,2026-04-01,2017-02-01,10.0,10.0,23.0,7.0,False
Armenia,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,187,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-04-01,,,,,,
Armenia,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,187,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-04-01,,,,,,
Armenia,Adenovirus,Adenovirus,ADENO,0.0,187,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-04-01,,,,,,
Armenia,InfluenzaA,InfluenzaA,INF_A,585.0,187,True,,none,,21,27,ok,observed_rebound,29.25,2020-04-01,2020-03-01,2021-12-01,21.0,False,2026-04-01,2016-01-01,14.0,12.0,9.0,7.0,False
Armenia,InfluenzaB,InfluenzaB,INF_B,112.0,187,True,,none,,11,10,ok,observed_rebound,4.35,2020-04-01,2020-03-01,2023-01-01,34.0,False,2026-04-01,2015-03-01,21.0,12.0,22.0,7.0,False
Aruba,RSV,RSV,RSV,18.0,81,False,low_activity_all_months_below_threshold,none,,0,1,excluded,low_activity_all_months_below_threshold,,,,,,False,2023-09-01,,,,,,
Aruba,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,81,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2023-09-01,,,,,,
Aruba,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,81,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2023-09-01,,,,,,
Aruba,Adenovirus,Adenovirus,ADENO,4.0,81,False,low_activity_all_months_below_threshold,none,,0,3,excluded,low_activity_all_months_below_threshold,,,,,,False,2023-09-01,,,,,,
Aruba,InfluenzaA,InfluenzaA,INF_A,55.0,81,False,insufficient_post_nonzero_months,none,,3,1,excluded,insufficient_post_nonzero_months,,,,,,False,2023-09-01,,,,,,
Aruba,InfluenzaB,InfluenzaB,INF_B,14.0,81,False,low_activity_all_months_below_threshold,none,,0,1,excluded,low_activity_all_months_below_threshold,,,,,,False,2023-09-01,,,,,,
Australia,RSV,RSV,RSV,1020.0,354,True,,none,,97,74,ok,observed_rebound,31.8,2020-05-01,2020-04-01,2020-08-01,4.0,False,2026-05-01,2016-05-01,3.0,3.0,1.0,0.0,False
Australia,Metapneumovirus,Metapneumovirus,METAPNEUMO,433.0,354,True,,none,,84,72,ok,observed_rebound,15.4,2020-04-01,2020-03-01,2021-05-01,14.0,False,2026-05-01,2016-06-01,1.0,1.0,13.0,0.0,False
Australia,Parainfluenza,Parainfluenza,PARAINFLUENZA,596.0,354,True,,none,,93,75,ok,observed_rebound,9.85,2020-05-01,2020-04-01,2020-06-01,2.0,False,2026-05-01,2016-06-01,0.0,0.0,2.0,0.0,False
Australia,Adenovirus,Adenovirus,ADENO,172.0,354,True,,none,,101,75,excluded,no_dip_after_anchor,5.4,,,,,False,2026-05-01,2016-06-01,0.0,0.0,,,
Australia,InfluenzaA,InfluenzaA,INF_A,5200.0,354,True,,none,,202,60,ok,observed_rebound,161.7,2020-04-01,2020-03-01,2022-03-01,24.0,False,2026-05-01,2015-03-01,8.0,8.0,16.0,0.0,False
Australia,InfluenzaB,InfluenzaB,INF_B,1303.0,354,True,,none,,111,60,ok,observed_rebound,44.9,2020-04-01,2020-03-01,2022-02-01,23.0,False,2026-05-01,2015-03-01,7.0,7.0,16.0,0.0,False
Austria,RSV,RSV,RSV,635.0,354,True,,none,,20,29,ok,observed_rebound,15.85,2020-04-01,2020-03-01,2023-11-01,44.0,False,2026-05-01,2015-03-01,60.0,12.0,32.0,6.0,False
Austria,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,354,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Austria,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,354,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Austria,Adenovirus,Adenovirus,ADENO,0.0,354,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Austria,InfluenzaA,InfluenzaA,INF_A,2272.0,354,True,,none,,76,45,ok,observed_rebound,85.85,2020-04-01,2020-03-01,2022-01-01,22.0,False,2026-05-01,2015-03-01,10.0,10.0,12.0,6.0,False
Austria,InfluenzaB,InfluenzaB,INF_B,1645.0,354,True,,none,,37,33,ok,observed_rebound,82.25,2020-04-01,2020-03-01,2023-01-01,34.0,False,2026-05-01,2015-03-01,21.0,12.0,22.0,6.0,False
Azerbaijan,RSV,RSV,RSV,2.0,214,False,low_activity_all_months_below_threshold,none,,0,0,excluded,low_activity_all_months_below_threshold,,,,,,False,2025-12-01,,,,,,
Azerbaijan,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,214,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2025-12-01,,,,,,
Azerbaijan,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,214,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2025-12-01,,,,,,
Azerbaijan,Adenovirus,Adenovirus,ADENO,0.0,214,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2025-12-01,,,,,,
Azerbaijan,InfluenzaA,InfluenzaA,INF_A,81.0,214,True,,none,,5,15,ok,observed_rebound,4.05,2020-04-01,2020-03-01,2024-01-01,46.0,False,2025-12-01,2016-02-01,22.0,12.0,34.0,6.0,False
Azerbaijan,InfluenzaB,InfluenzaB,INF_B,140.0,214,True,,none,,4,11,ok,right_censored,7.0,2020-04-01,2020-03-01,,69.0,True,2025-12-01,2016-02-01,21.0,12.0,57.0,6.0,False
Bahamas,RSV,RSV,RSV,1.0,69,False,low_activity_all_months_below_threshold,none,,0,0,excluded,low_activity_all_months_below_threshold,,,,,,False,2023-09-01,,,,,,
Bahamas,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,69,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2023-09-01,,,,,,
Bahamas,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,69,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2023-09-01,,,,,,
Bahamas,Adenovirus,Adenovirus,ADENO,0.0,69,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2023-09-01,,,,,,
Bahamas,InfluenzaA,InfluenzaA,INF_A,3.0,69,False,low_activity_all_months_below_threshold,none,,0,0,excluded,low_activity_all_months_below_threshold,,,,,,False,2023-09-01,,,,,,
Bahamas,InfluenzaB,InfluenzaB,INF_B,2.0,69,False,low_activity_all_months_below_threshold,none,,0,0,excluded,low_activity_all_months_below_threshold,,,,,,False,2023-09-01,,,,,,
Bahrain,RSV,RSV,RSV,47.0,178,True,,none,,1,25,excluded,zero_testing_explains_excess_gap,0.9,2020-04-01,2020-03-01,2022-08-01,29.0,False,2026-05-01,2015-03-01,18.0,12.0,17.0,21.0,False
Bahrain,Metapneumovirus,Metapneumovirus,METAPNEUMO,6.0,178,False,low_activity_all_months_below_threshold,none,,0,11,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Bahrain,Parainfluenza,Parainfluenza,PARAINFLUENZA,4.0,178,False,low_activity_all_months_below_threshold,none,,0,19,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Bahrain,Adenovirus,Adenovirus,ADENO,12.0,178,False,low_activity_all_months_below_threshold,none,,0,8,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Bahrain,InfluenzaA,InfluenzaA,INF_A,721.0,178,True,,none,,31,50,excluded,zero_testing_explains_excess_gap,14.5,2020-04-01,2020-03-01,2022-05-01,26.0,False,2026-05-01,2015-03-01,24.0,12.0,14.0,21.0,False
Bahrain,InfluenzaB,InfluenzaB,INF_B,107.0,178,True,,none,,14,48,ok,observed_rebound,1.0,2020-04-01,2020-03-01,2022-04-01,25.0,False,2026-05-01,2015-03-01,3.0,3.0,22.0,21.0,False
Bangladesh,RSV,RSV,RSV,217.0,197,True,,none,,18,37,excluded,no_pre2020_signal,,,,,,False,2026-05-01,,,,,,
Bangladesh,Metapneumovirus,Metapneumovirus,METAPNEUMO,9.0,197,False,low_activity_all_months_below_threshold,none,,0,12,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Bangladesh,Parainfluenza,Parainfluenza,PARAINFLUENZA,3.0,197,False,low_activity_all_months_below_threshold,none,,0,17,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Bangladesh,Adenovirus,Adenovirus,ADENO,6.0,197,False,low_activity_all_months_below_threshold,none,,0,28,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Bangladesh,InfluenzaA,InfluenzaA,INF_A,864.0,197,True,,none,,73,58,ok,observed_rebound,17.3,2020-04-01,2020-03-01,2020-08-01,5.0,False,2026-05-01,2015-03-01,10.0,10.0,0.0,0.0,True
Bangladesh,InfluenzaB,InfluenzaB,INF_B,611.0,197,True,,none,,42,40,ok,observed_rebound,13.85,2020-04-01,2020-03-01,2021-04-01,13.0,False,2026-05-01,2015-03-01,10.0,10.0,3.0,0.0,False
Barbados,RSV,RSV,RSV,64.0,137,True,,none,,2,24,ok,observed_rebound,0.6,2020-04-01,2020-03-01,2023-06-01,39.0,False,2026-05-01,2015-03-01,8.0,8.0,31.0,30.0,False
Barbados,Metapneumovirus,Metapneumovirus,METAPNEUMO,5.0,137,False,low_activity_all_months_below_threshold,none,,0,14,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Barbados,Parainfluenza,Parainfluenza,PARAINFLUENZA,8.0,137,False,low_activity_all_months_below_threshold,none,,0,19,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Barbados,Adenovirus,Adenovirus,ADENO,4.0,137,False,low_activity_all_months_below_threshold,none,,0,10,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Barbados,InfluenzaA,InfluenzaA,INF_A,82.0,137,True,,none,,7,36,excluded,zero_testing_explains_excess_gap,1.7,2020-04-01,2020-03-01,2023-01-01,34.0,False,2026-05-01,2015-11-01,11.0,11.0,23.0,30.0,False
Barbados,InfluenzaB,InfluenzaB,INF_B,33.0,137,True,,none,,1,20,excluded,zero_testing_explains_excess_gap,0.85,2020-04-01,2020-03-01,2023-01-01,34.0,False,2026-05-01,2015-03-01,6.0,6.0,28.0,30.0,False
Belarus,RSV,RSV,RSV,233.0,353,True,,none,,13,37,ok,observed_rebound,1.8,2020-04-01,2020-03-01,2021-12-01,21.0,False,2026-04-01,2015-03-01,46.0,12.0,9.0,5.0,False
Belarus,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,353,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-04-01,,,,,,
Belarus,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,353,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-04-01,,,,,,
Belarus,Adenovirus,Adenovirus,ADENO,0.0,353,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-04-01,,,,,,
Belarus,InfluenzaA,InfluenzaA,INF_A,1476.0,353,True,,none,,47,28,ok,observed_rebound,46.65,2020-04-01,2020-03-01,2021-12-01,21.0,False,2026-04-01,2015-03-01,11.0,11.0,10.0,5.0,False
Belarus,InfluenzaB,InfluenzaB,INF_B,568.0,353,True,,none,,21,26,ok,observed_rebound,5.65,2020-04-01,2020-03-01,2022-11-01,32.0,False,2026-04-01,2015-03-01,21.0,12.0,20.0,5.0,False
Belgium,RSV,RSV,RSV,4213.0,354,True,,none,,64,73,ok,observed_rebound,51.4,2020-04-01,2020-03-01,2021-02-01,11.0,False,2026-05-01,2019-12-01,0.0,0.0,11.0,0.0,False
Belgium,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,354,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Belgium,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,354,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Belgium,Adenovirus,Adenovirus,ADENO,0.0,354,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Belgium,InfluenzaA,InfluenzaA,INF_A,9351.0,354,True,,none,,107,72,ok,observed_rebound,226.7,2020-04-01,2020-03-01,2022-04-01,25.0,False,2026-05-01,2015-03-01,57.0,12.0,13.0,0.0,False
Belgium,InfluenzaB,InfluenzaB,INF_B,2520.0,354,True,,none,,45,63,ok,observed_rebound,23.4,2020-04-01,2020-03-01,2022-04-01,25.0,False,2026-05-01,2015-03-01,21.0,12.0,13.0,0.0,False
Belize,RSV,RSV,RSV,47.0,136,True,,none,,2,26,excluded,zero_testing_explains_excess_gap,0.65,2020-04-01,2020-03-01,2021-06-01,15.0,False,2026-05-01,2015-03-01,22.0,12.0,3.0,5.0,False
Belize,Metapneumovirus,Metapneumovirus,METAPNEUMO,8.0,136,False,low_activity_all_months_below_threshold,none,,0,15,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Belize,Parainfluenza,Parainfluenza,PARAINFLUENZA,24.0,136,False,low_activity_all_months_below_threshold,none,,0,18,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Belize,Adenovirus,Adenovirus,ADENO,5.0,136,False,low_activity_all_months_below_threshold,none,,0,20,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Belize,InfluenzaA,InfluenzaA,INF_A,50.0,136,True,,none,,5,49,ok,observed_rebound,0.9,2020-04-01,2020-03-01,2022-01-01,22.0,False,2026-05-01,2015-03-01,22.0,12.0,10.0,5.0,False
Belize,InfluenzaB,InfluenzaB,INF_B,35.0,136,True,,none,,2,29,ok,observed_rebound,0.35,2020-05-01,2020-04-01,2020-06-01,2.0,False,2026-05-01,2015-03-01,26.0,12.0,0.0,0.0,True
Bermuda,RSV,RSV,RSV,0.0,81,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2023-09-01,,,,,,
Bermuda,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,81,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2023-09-01,,,,,,
Bermuda,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,81,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2023-09-01,,,,,,
Bermuda,Adenovirus,Adenovirus,ADENO,0.0,81,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2023-09-01,,,,,,
Bermuda,InfluenzaA,InfluenzaA,INF_A,5.0,81,False,low_activity_all_months_below_threshold,none,,0,1,excluded,low_activity_all_months_below_threshold,,,,,,False,2023-09-01,,,,,,
Bermuda,InfluenzaB,InfluenzaB,INF_B,3.0,81,False,low_activity_all_months_below_threshold,none,,0,1,excluded,low_activity_all_months_below_threshold,,,,,,False,2023-09-01,,,,,,
Bhutan,RSV,RSV,RSV,30.0,185,True,,none,,1,11,ok,observed_rebound,1.5,2020-04-01,2020-03-01,2025-10-01,67.0,False,2026-05-01,2015-03-01,28.0,12.0,55.0,0.0,False
Bhutan,Metapneumovirus,Metapneumovirus,METAPNEUMO,7.0,185,False,low_activity_all_months_below_threshold,none,,0,0,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Bhutan,Parainfluenza,Parainfluenza,PARAINFLUENZA,4.0,185,False,low_activity_all_months_below_threshold,none,,0,0,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Bhutan,Adenovirus,Adenovirus,ADENO,3.0,185,False,low_activity_all_months_below_threshold,none,,0,0,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Bhutan,InfluenzaA,InfluenzaA,INF_A,151.0,185,True,,none,,53,52,ok,observed_rebound,5.55,2020-04-01,2020-03-01,2021-12-01,21.0,False,2026-05-01,2015-03-01,6.0,6.0,15.0,0.0,False
Bhutan,InfluenzaB,InfluenzaB,INF_B,108.0,185,True,,none,,21,41,ok,observed_rebound,2.4,2020-04-01,2020-03-01,2022-11-01,32.0,False,2026-05-01,2015-03-01,6.0,6.0,26.0,0.0,False
Bolivia (Plurinational State of),RSV,RSV,RSV,169.0,197,True,,none,,19,42,ok,observed_rebound,8.45,2020-04-01,2020-03-01,2021-04-01,13.0,False,2026-05-01,2017-05-01,10.0,10.0,3.0,0.0,False
Bolivia (Plurinational State of),Metapneumovirus,Metapneumovirus,METAPNEUMO,17.0,197,False,low_activity_all_months_below_threshold,none,,0,15,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Bolivia (Plurinational State of),Parainfluenza,Parainfluenza,PARAINFLUENZA,9.0,197,False,low_activity_all_months_below_threshold,none,,0,25,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Bolivia (Plurinational State of),Adenovirus,Adenovirus,ADENO,15.0,197,False,low_activity_all_months_below_threshold,none,,0,28,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Bolivia (Plurinational State of),InfluenzaA,InfluenzaA,INF_A,936.0,197,True,,none,,65,43,ok,observed_rebound,44.95,2020-04-01,2020-03-01,2022-01-01,22.0,False,2026-05-01,2015-03-01,10.0,10.0,12.0,0.0,False
Bolivia (Plurinational State of),InfluenzaB,InfluenzaB,INF_B,319.0,197,True,,none,,26,23,ok,observed_rebound,15.95,2020-04-01,2020-03-01,2022-11-01,32.0,False,2026-05-01,2015-03-01,12.0,12.0,20.0,0.0,False
Bosnia and Herzegovina,RSV,RSV,RSV,99.0,170,True,,none,,4,8,excluded,no_pre2020_signal,,,,,,False,2024-12-01,,,,,,
Bosnia and Herzegovina,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,170,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2024-12-01,,,,,,
Bosnia and Herzegovina,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,170,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2024-12-01,,,,,,
Bosnia and Herzegovina,Adenovirus,Adenovirus,ADENO,0.0,170,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2024-12-01,,,,,,
Bosnia and Herzegovina,InfluenzaA,InfluenzaA,INF_A,373.0,170,False,insufficient_post_nonzero_months,none,,4,1,excluded,insufficient_post_nonzero_months,,,,,,False,2024-12-01,,,,,,
Bosnia and Herzegovina,InfluenzaB,InfluenzaB,INF_B,13.0,170,False,low_activity_all_months_below_threshold,none,,0,0,excluded,low_activity_all_months_below_threshold,,,,,,False,2024-12-01,,,,,,
Brazil,RSV,RSV,RSV,6876.0,354,True,,none,,75,70,ok,observed_rebound,14.7,2020-04-01,2020-03-01,2020-06-01,3.0,False,2026-05-01,2017-01-01,7.0,7.0,0.0,0.0,True
Brazil,Metapneumovirus,Metapneumovirus,METAPNEUMO,781.0,354,True,,none,,21,54,ok,observed_rebound,4.35,2020-04-01,2020-03-01,2021-11-01,20.0,False,2026-05-01,2017-06-01,4.0,4.0,16.0,0.0,False
Brazil,Parainfluenza,Parainfluenza,PARAINFLUENZA,44.0,354,True,,none,,2,40,ok,observed_rebound,2.2,2020-04-01,2020-03-01,2021-03-01,12.0,False,2026-05-01,2019-04-01,1.0,1.0,11.0,0.0,False
Brazil,Adenovirus,Adenovirus,ADENO,675.0,354,True,,none,,48,71,ok,observed_rebound,3.2,2020-04-01,2020-03-01,2020-06-01,3.0,False,2026-05-01,2017-05-01,2.0,2.0,1.0,0.0,False
