country,pathogen,pathogen_label,pathogen_column,max_count,n_months,dq_pass,dq_reason,dq_set_triggered,dq_longest_zero_run_months,months_above_low_activity_threshold,post_nonzero_months,status,reason,threshold,dip_time,last_pre_time,rebound_time,suppression_duration_months,is_right_censored,series_end,pre2020_baseline_start,pre2020_longest_below_threshold_run_months,pre2020_effective_baseline_run_months,excess_gap_months,suppression_zero_processed_run_months,country_level_no_excess_gap_warning
Liechtenstein,InfluenzaB,InfluenzaB,INF_B,13.0,72,False,low_activity_all_months_below_threshold,none,,0,11,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Lithuania,RSV,RSV,RSV,605.0,200,True,,none,,17,34,ok,observed_rebound,0.75,2020-04-01,2020-03-01,2021-09-01,18.0,False,2026-03-01,2015-03-01,22.0,12.0,6.0,3.0,False
Lithuania,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,200,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-03-01,,,,,,
Lithuania,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,200,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-03-01,,,,,,
Lithuania,Adenovirus,Adenovirus,ADENO,0.0,200,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-03-01,,,,,,
Lithuania,InfluenzaA,InfluenzaA,INF_A,1427.0,200,True,,none,,50,42,ok,observed_rebound,48.7,2020-04-01,2020-03-01,2022-01-01,22.0,False,2026-03-01,2015-03-01,21.0,12.0,10.0,3.0,False
Lithuania,InfluenzaB,InfluenzaB,INF_B,401.0,200,True,,none,,22,24,ok,observed_rebound,20.05,2020-04-01,2020-03-01,2023-01-01,34.0,False,2026-03-01,2015-03-01,21.0,12.0,22.0,3.0,False
Luxembourg,RSV,RSV,RSV,1502.0,270,True,,none,,28,55,ok,observed_rebound,1.8,2020-04-01,2020-03-01,2021-03-01,12.0,False,2026-05-01,2020-01-01,0.0,0.0,12.0,4.0,False
Luxembourg,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,270,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Luxembourg,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,270,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Luxembourg,Adenovirus,Adenovirus,ADENO,0.0,270,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Luxembourg,InfluenzaA,InfluenzaA,INF_A,5371.0,270,True,,none,,62,50,ok,observed_rebound,20.7,2020-04-01,2020-03-01,2022-02-01,23.0,False,2026-05-01,2015-03-01,10.0,10.0,13.0,4.0,False
Luxembourg,InfluenzaB,InfluenzaB,INF_B,3457.0,270,True,,none,,30,45,ok,observed_rebound,12.2,2020-04-01,2020-03-01,2022-03-01,24.0,False,2026-05-01,2015-03-01,21.0,12.0,12.0,4.0,False
Madagascar,RSV,RSV,RSV,50.0,354,True,,none,,2,16,ok,observed_rebound,2.0,2020-05-01,2020-04-01,2020-11-01,7.0,False,2026-05-01,2016-03-01,10.0,10.0,0.0,0.0,True
Madagascar,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,354,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Madagascar,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,354,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Madagascar,Adenovirus,Adenovirus,ADENO,7.0,354,False,low_activity_all_months_below_threshold,none,,0,0,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Madagascar,InfluenzaA,InfluenzaA,INF_A,423.0,354,True,,none,,76,54,ok,observed_rebound,21.15,2020-04-01,2020-03-01,2021-11-01,20.0,False,2026-05-01,2015-03-01,11.0,11.0,9.0,0.0,False
Madagascar,InfluenzaB,InfluenzaB,INF_B,168.0,354,True,,none,,41,48,ok,observed_rebound,3.45,2020-04-01,2020-03-01,2021-08-01,17.0,False,2026-05-01,2015-03-01,8.0,8.0,9.0,0.0,False
Malaysia,RSV,RSV,RSV,91.0,354,True,,none,,34,59,ok,observed_rebound,2.25,2020-04-01,2020-03-01,2020-09-01,6.0,False,2026-05-01,2016-08-01,3.0,3.0,3.0,0.0,False
Malaysia,Metapneumovirus,Metapneumovirus,METAPNEUMO,53.0,354,True,,none,,4,44,ok,observed_rebound,0.35,2020-04-01,2020-03-01,2022-03-01,24.0,False,2026-05-01,2015-03-01,17.0,12.0,12.0,0.0,False
Malaysia,Parainfluenza,Parainfluenza,PARAINFLUENZA,33.0,354,True,,none,,3,41,ok,observed_rebound,0.55,2020-04-01,2020-03-01,2021-05-01,14.0,False,2026-05-01,2015-03-01,14.0,12.0,2.0,0.0,False
Malaysia,Adenovirus,Adenovirus,ADENO,48.0,354,True,,none,,11,59,ok,observed_rebound,1.2,2020-04-01,2020-03-01,2021-11-01,20.0,False,2026-05-01,2015-03-01,16.0,12.0,8.0,0.0,False
Malaysia,InfluenzaA,InfluenzaA,INF_A,1514.0,354,True,,none,,97,60,ok,observed_rebound,17.6,2020-04-01,2020-03-01,2021-11-01,20.0,False,2026-05-01,2015-03-01,22.0,12.0,8.0,0.0,False
Malaysia,InfluenzaB,InfluenzaB,INF_B,1241.0,354,True,,none,,50,58,ok,observed_rebound,5.55,2020-04-01,2020-03-01,2021-11-01,20.0,False,2026-05-01,2015-03-01,10.0,10.0,10.0,0.0,False
Maldives,RSV,RSV,RSV,0.0,136,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-04-01,,,,,,
Maldives,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,136,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-04-01,,,,,,
Maldives,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,136,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-04-01,,,,,,
Maldives,Adenovirus,Adenovirus,ADENO,0.0,136,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-04-01,,,,,,
Maldives,InfluenzaA,InfluenzaA,INF_A,536.0,136,True,,none,,26,57,ok,observed_rebound,13.15,2020-04-01,2020-03-01,2021-09-01,18.0,False,2026-04-01,2017-02-01,12.0,12.0,6.0,0.0,False
Maldives,InfluenzaB,InfluenzaB,INF_B,68.0,136,True,,none,,3,47,ok,observed_rebound,3.3,2020-04-01,2020-03-01,2021-10-01,19.0,False,2026-04-01,2017-10-01,7.0,7.0,12.0,0.0,False
Mali,RSV,RSV,RSV,0.0,197,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Mali,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,197,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Mali,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,197,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Mali,Adenovirus,Adenovirus,ADENO,0.0,197,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Mali,InfluenzaA,InfluenzaA,INF_A,47.0,197,True,,none,,10,39,ok,observed_rebound,2.35,2020-04-01,2020-03-01,2020-08-01,5.0,False,2026-05-01,2015-03-01,10.0,10.0,0.0,0.0,True
Mali,InfluenzaB,InfluenzaB,INF_B,50.0,197,True,,none,,2,24,ok,observed_rebound,2.5,2020-05-01,2020-04-01,2022-10-01,30.0,False,2026-05-01,2017-02-01,11.0,11.0,19.0,0.0,False
Malta,RSV,RSV,RSV,312.0,206,True,,none,,35,44,excluded,zero_testing_explains_excess_gap,6.6,2020-04-01,2020-03-01,2022-10-01,31.0,False,2026-05-01,2015-03-01,33.0,12.0,19.0,30.0,False
Malta,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,206,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Malta,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,206,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Malta,Adenovirus,Adenovirus,ADENO,0.0,206,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Malta,InfluenzaA,InfluenzaA,INF_A,1033.0,206,True,,none,,55,43,excluded,zero_testing_explains_excess_gap,24.6,2020-04-01,2020-03-01,2022-10-01,31.0,False,2026-05-01,2015-03-01,9.0,9.0,22.0,30.0,False
Malta,InfluenzaB,InfluenzaB,INF_B,481.0,206,True,,none,,11,37,excluded,zero_testing_explains_excess_gap,24.05,2020-04-01,2020-03-01,2023-02-01,35.0,False,2026-05-01,2015-03-01,22.0,12.0,23.0,30.0,False
Martinique,RSV,RSV,RSV,1.0,222,False,low_activity_all_months_below_threshold,none,,0,1,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Martinique,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,222,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Martinique,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,222,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Martinique,Adenovirus,Adenovirus,ADENO,0.0,222,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Martinique,InfluenzaA,InfluenzaA,INF_A,100.0,222,True,,none,,12,11,excluded,zero_testing_explains_excess_gap,5.0,2020-04-01,2020-03-01,2022-01-01,22.0,False,2026-05-01,2015-03-01,10.0,10.0,12.0,21.0,False
Martinique,InfluenzaB,InfluenzaB,INF_B,51.0,222,True,,none,,2,9,excluded,zero_testing_explains_excess_gap,2.55,2020-04-01,2020-03-01,2022-03-01,24.0,False,2026-05-01,2015-03-01,20.0,12.0,12.0,21.0,False
Mauritania,RSV,RSV,RSV,0.0,125,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Mauritania,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,125,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Mauritania,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,125,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Mauritania,Adenovirus,Adenovirus,ADENO,0.0,125,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Mauritania,InfluenzaA,InfluenzaA,INF_A,51.0,125,True,,none,,2,24,excluded,no_excess_gap_vs_pre2020_country_level,1.15,2020-04-01,2020-03-01,2020-10-01,7.0,False,2026-05-01,2015-03-01,8.0,8.0,0.0,5.0,False
Mauritania,InfluenzaB,InfluenzaB,INF_B,9.0,125,False,low_activity_all_months_below_threshold,none,,0,3,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Mauritius,RSV,RSV,RSV,79.0,338,True,,none,,5,43,excluded,no_pre2020_signal,,,,,,False,2026-05-01,,,,,,
Mauritius,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,338,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Mauritius,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,338,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Mauritius,Adenovirus,Adenovirus,ADENO,22.0,338,False,low_activity_all_months_below_threshold,none,,0,42,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Mauritius,InfluenzaA,InfluenzaA,INF_A,146.0,338,True,,none,,29,50,excluded,zero_testing_explains_excess_gap,7.3,2020-04-01,2020-03-01,2022-05-01,26.0,False,2026-05-01,2015-03-01,10.0,10.0,16.0,16.0,False
Mauritius,InfluenzaB,InfluenzaB,INF_B,78.0,338,True,,none,,3,28,ok,observed_rebound,0.9,2020-04-01,2020-03-01,2022-10-01,31.0,False,2026-05-01,2015-03-01,23.0,12.0,19.0,16.0,False
Mexico,RSV,RSV,RSV,749.0,352,True,,none,,50,70,ok,observed_rebound,4.1,2020-04-01,2020-03-01,2021-07-01,16.0,False,2026-05-01,2017-10-01,7.0,7.0,9.0,0.0,False
Mexico,Metapneumovirus,Metapneumovirus,METAPNEUMO,232.0,352,True,,none,,28,73,ok,observed_rebound,1.7,2020-07-01,2020-06-01,2020-11-01,5.0,False,2026-05-01,2018-10-01,7.0,7.0,0.0,0.0,True
Mexico,Parainfluenza,Parainfluenza,PARAINFLUENZA,164.0,352,True,,none,,42,66,ok,observed_rebound,1.1,2020-04-01,2020-03-01,2020-06-01,3.0,False,2026-05-01,2015-03-01,11.0,11.0,0.0,0.0,True
Mexico,Adenovirus,Adenovirus,ADENO,84.0,352,True,,none,,27,72,ok,observed_rebound,0.9,2020-07-01,2020-06-01,2020-08-01,2.0,False,2026-05-01,2015-03-01,7.0,7.0,0.0,0.0,True
Mexico,InfluenzaA,InfluenzaA,INF_A,22793.0,352,True,,none,,182,68,ok,observed_rebound,1139.65,2020-04-01,2020-03-01,2022-10-01,31.0,False,2026-05-01,2015-03-01,11.0,11.0,20.0,0.0,False
Mexico,InfluenzaB,InfluenzaB,INF_B,978.0,352,True,,none,,103,58,ok,observed_rebound,48.9,2020-04-01,2020-03-01,2023-01-01,34.0,False,2026-05-01,2015-03-01,9.0,9.0,25.0,0.0,False
Mongolia,RSV,RSV,RSV,533.0,333,True,,none,,32,54,ok,observed_rebound,6.75,2020-04-01,2020-03-01,2022-01-01,22.0,False,2026-05-01,2016-12-01,8.0,8.0,14.0,1.0,False
Mongolia,Metapneumovirus,Metapneumovirus,METAPNEUMO,53.0,333,True,,none,,5,39,ok,observed_rebound,1.35,2020-04-01,2020-03-01,2022-05-01,26.0,False,2026-05-01,2015-03-01,11.0,11.0,15.0,1.0,False
Mongolia,Parainfluenza,Parainfluenza,PARAINFLUENZA,39.0,333,True,,none,,2,31,ok,observed_rebound,1.65,2020-04-01,2020-03-01,2021-03-01,12.0,False,2026-05-01,2016-12-01,3.0,3.0,9.0,0.0,False
Mongolia,Adenovirus,Adenovirus,ADENO,52.0,333,True,,none,,3,59,ok,observed_rebound,0.85,2020-05-01,2020-04-01,2020-06-01,2.0,False,2026-05-01,2015-03-01,3.0,3.0,0.0,0.0,True
Mongolia,InfluenzaA,InfluenzaA,INF_A,797.0,333,True,,none,,55,39,ok,observed_rebound,39.85,2020-04-01,2020-03-01,2022-03-01,24.0,False,2026-05-01,2015-03-01,13.0,12.0,12.0,1.0,False
Mongolia,InfluenzaB,InfluenzaB,INF_B,331.0,333,True,,none,,25,23,ok,observed_rebound,13.1,2020-04-01,2020-03-01,2022-12-01,33.0,False,2026-05-01,2015-03-01,22.0,12.0,21.0,1.0,False
Montenegro,RSV,RSV,RSV,104.0,220,True,,none,,7,23,excluded,no_pre2020_signal,,,,,,False,2026-04-01,,,,,,
Montenegro,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,220,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-04-01,,,,,,
Montenegro,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,220,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-04-01,,,,,,
Montenegro,Adenovirus,Adenovirus,ADENO,0.0,220,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-04-01,,,,,,
Montenegro,InfluenzaA,InfluenzaA,INF_A,477.0,220,True,,none,,22,31,ok,observed_rebound,11.9,2020-04-01,2020-03-01,2021-12-01,21.0,False,2026-04-01,2016-02-01,12.0,12.0,9.0,6.0,False
Montenegro,InfluenzaB,InfluenzaB,INF_B,147.0,220,True,,none,,11,17,ok,observed_rebound,6.0,2020-04-01,2020-03-01,2023-02-01,35.0,False,2026-04-01,2018-01-01,21.0,12.0,23.0,6.0,False
Montserrat,RSV,RSV,RSV,0.0,1,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2008-03-01,,,,,,
Montserrat,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,1,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2008-03-01,,,,,,
Montserrat,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,1,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2008-03-01,,,,,,
Montserrat,Adenovirus,Adenovirus,ADENO,0.0,1,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2008-03-01,,,,,,
Montserrat,InfluenzaA,InfluenzaA,INF_A,2.0,1,False,low_activity_all_months_below_threshold,none,,0,0,excluded,low_activity_all_months_below_threshold,,,,,,False,2008-03-01,,,,,,
Montserrat,InfluenzaB,InfluenzaB,INF_B,0.0,1,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2008-03-01,,,,,,
Morocco,RSV,RSV,RSV,242.0,344,True,,none,,8,25,excluded,no_pre2020_signal,,,,,,False,2026-05-01,,,,,,
Morocco,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,344,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Morocco,Parainfluenza,Parainfluenza,PARAINFLUENZA,1.0,344,False,low_activity_all_months_below_threshold,none,,0,1,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Morocco,Adenovirus,Adenovirus,ADENO,0.0,344,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Morocco,InfluenzaA,InfluenzaA,INF_A,868.0,344,True,,none,,40,29,ok,observed_rebound,43.4,2020-04-01,2020-03-01,2021-12-01,21.0,False,2026-05-01,2015-03-01,11.0,11.0,10.0,9.0,False
Morocco,InfluenzaB,InfluenzaB,INF_B,117.0,344,True,,none,,11,22,ok,observed_rebound,5.85,2020-04-01,2020-03-01,2022-11-01,32.0,False,2026-05-01,2015-03-01,20.0,12.0,20.0,9.0,False
Mozambique,RSV,RSV,RSV,114.0,160,True,,none,,11,43,ok,observed_rebound,1.85,2020-04-01,2020-03-01,2022-05-01,26.0,False,2026-05-01,2018-04-01,18.0,12.0,14.0,6.0,False
Mozambique,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,160,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Mozambique,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,160,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Mozambique,Adenovirus,Adenovirus,ADENO,0.0,160,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Mozambique,InfluenzaA,InfluenzaA,INF_A,109.0,160,True,,none,,17,51,ok,observed_rebound,2.8,2020-05-01,2020-04-01,2021-12-01,20.0,False,2026-05-01,2019-03-01,10.0,10.0,10.0,6.0,False
Mozambique,InfluenzaB,InfluenzaB,INF_B,71.0,160,True,,none,,3,43,excluded,zero_testing_explains_excess_gap,0.8,2020-05-01,2020-04-01,2021-05-01,13.0,False,2026-05-01,2015-03-01,11.0,11.0,2.0,6.0,False
Myanmar,RSV,RSV,RSV,0.0,125,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Myanmar,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,125,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Myanmar,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,125,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Myanmar,Adenovirus,Adenovirus,ADENO,0.0,125,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Myanmar,InfluenzaA,InfluenzaA,INF_A,340.0,125,True,,none,,11,28,ok,observed_rebound,17.0,2020-04-01,2020-03-01,2023-07-01,40.0,False,2026-05-01,2016-08-01,11.0,11.0,29.0,8.0,False
Myanmar,InfluenzaB,InfluenzaB,INF_B,129.0,125,True,,none,,6,8,ok,observed_rebound,6.45,2020-04-01,2020-03-01,2024-07-01,52.0,False,2026-05-01,2016-06-01,25.0,12.0,40.0,8.0,False
Namibia,RSV,RSV,RSV,0.0,47,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2025-06-01,,,,,,
Namibia,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,47,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2025-06-01,,,,,,
Namibia,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,47,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2025-06-01,,,,,,
Namibia,Adenovirus,Adenovirus,ADENO,0.0,47,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2025-06-01,,,,,,
Namibia,InfluenzaA,InfluenzaA,INF_A,92.0,47,True,,none,,4,23,excluded,insufficient_pre2020_baseline,,,,,,False,2025-06-01,,,,,,
Namibia,InfluenzaB,InfluenzaB,INF_B,11.0,47,False,low_activity_all_months_below_threshold,none,,0,18,excluded,low_activity_all_months_below_threshold,,,,,,False,2025-06-01,,,,,,
Nepal,RSV,RSV,RSV,77.0,180,True,,none,,3,38,excluded,no_pre2020_signal,,,,,,False,2026-05-01,,,,,,
Nepal,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,180,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Nepal,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,180,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Nepal,Adenovirus,Adenovirus,ADENO,0.0,180,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Nepal,InfluenzaA,InfluenzaA,INF_A,1053.0,180,True,,none,,77,64,ok,observed_rebound,52.65,2020-04-01,2020-03-01,2021-07-01,16.0,False,2026-05-01,2015-03-01,10.0,10.0,6.0,0.0,False
Nepal,InfluenzaB,InfluenzaB,INF_B,370.0,180,True,,none,,49,51,ok,observed_rebound,18.5,2020-04-01,2020-03-01,2021-08-01,17.0,False,2026-05-01,2015-03-01,10.0,10.0,7.0,0.0,False
Netherlands (Kingdom of the),RSV,RSV,RSV,1950.0,356,True,,none,,139,73,ok,observed_rebound,52.4,2020-04-01,2020-03-01,2021-06-01,15.0,False,2026-05-01,2015-03-01,7.0,7.0,8.0,0.0,False
Netherlands (Kingdom of the),Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,356,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Netherlands (Kingdom of the),Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,356,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Netherlands (Kingdom of the),Adenovirus,Adenovirus,ADENO,0.0,356,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Netherlands (Kingdom of the),InfluenzaA,InfluenzaA,INF_A,6682.0,356,True,,none,,141,63,ok,observed_rebound,112.05,2020-04-01,2020-03-01,2021-10-01,19.0,False,2026-05-01,2015-03-01,9.0,9.0,10.0,0.0,False
Netherlands (Kingdom of the),InfluenzaB,InfluenzaB,INF_B,1206.0,356,True,,none,,56,59,ok,observed_rebound,36.45,2020-04-01,2020-03-01,2022-03-01,24.0,False,2026-05-01,2015-03-01,21.0,12.0,12.0,0.0,False
New Caledonia,RSV,RSV,RSV,74.0,339,True,,none,,4,41,ok,observed_rebound,0.95,2020-04-01,2020-03-01,2020-07-01,4.0,False,2026-03-01,2015-03-01,35.0,12.0,0.0,0.0,True
New Caledonia,Metapneumovirus,Metapneumovirus,METAPNEUMO,6.0,339,False,low_activity_all_months_below_threshold,none,,0,16,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-03-01,,,,,,
New Caledonia,Parainfluenza,Parainfluenza,PARAINFLUENZA,11.0,339,False,low_activity_all_months_below_threshold,none,,0,17,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-03-01,,,,,,
New Caledonia,Adenovirus,Adenovirus,ADENO,7.0,339,False,low_activity_all_months_below_threshold,none,,0,18,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-03-01,,,,,,
New Caledonia,InfluenzaA,InfluenzaA,INF_A,325.0,339,True,,none,,33,39,excluded,zero_testing_explains_excess_gap,16.25,2020-04-01,2020-03-01,2022-03-01,24.0,False,2026-03-01,2015-03-01,12.0,12.0,12.0,12.0,False
New Caledonia,InfluenzaB,InfluenzaB,INF_B,78.0,339,True,,none,,9,13,ok,observed_rebound,2.55,2020-04-01,2020-03-01,2023-03-01,36.0,False,2026-03-01,2015-03-01,16.0,12.0,24.0,12.0,False
New Zealand,RSV,RSV,RSV,104.0,352,True,,none,,14,41,excluded,no_pre2020_signal,,,,,,False,2026-05-01,,,,,,
New Zealand,Metapneumovirus,Metapneumovirus,METAPNEUMO,62.0,352,True,,none,,7,39,excluded,no_pre2020_signal,,,,,,False,2026-05-01,,,,,,
New Zealand,Parainfluenza,Parainfluenza,PARAINFLUENZA,38.0,352,True,,none,,2,40,excluded,no_pre2020_signal,,,,,,False,2026-05-01,,,,,,
New Zealand,Adenovirus,Adenovirus,ADENO,14.0,352,False,low_activity_all_months_below_threshold,none,,0,41,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
New Zealand,InfluenzaA,InfluenzaA,INF_A,1226.0,352,True,,none,,86,41,excluded,zero_testing_explains_excess_gap,61.3,2020-04-01,2020-03-01,2023-04-01,37.0,False,2026-05-01,2015-03-01,10.0,10.0,27.0,27.0,False
New Zealand,InfluenzaB,InfluenzaB,INF_B,1240.0,352,True,,none,,41,34,ok,right_censored,62.0,2020-04-01,2020-03-01,,74.0,True,2026-05-01,2015-03-01,20.0,12.0,62.0,27.0,False
Nicaragua,RSV,RSV,RSV,365.0,197,True,,none,,29,57,ok,observed_rebound,11.0,2020-04-01,2020-03-01,2020-11-01,8.0,False,2026-05-01,2015-11-01,14.0,12.0,0.0,0.0,True
Nicaragua,Metapneumovirus,Metapneumovirus,METAPNEUMO,81.0,197,True,,none,,2,31,ok,observed_rebound,0.95,2020-04-01,2020-03-01,2021-12-01,21.0,False,2026-05-01,2015-03-01,19.0,12.0,9.0,0.0,False
Nicaragua,Parainfluenza,Parainfluenza,PARAINFLUENZA,79.0,197,True,,none,,9,62,ok,observed_rebound,1.85,2020-04-01,2020-03-01,2020-12-01,9.0,False,2026-05-01,2017-06-01,3.0,3.0,6.0,0.0,False
Nicaragua,Adenovirus,Adenovirus,ADENO,20.0,197,False,low_activity_all_months_below_threshold,none,,0,38,excluded,low_activity_all_months_below_threshold,,,,,,False,2026-05-01,,,,,,
Nicaragua,InfluenzaA,InfluenzaA,INF_A,696.0,197,True,,none,,48,53,ok,observed_rebound,34.8,2020-04-01,2020-03-01,2022-01-01,22.0,False,2026-05-01,2015-03-01,10.0,10.0,12.0,0.0,False
Nicaragua,InfluenzaB,InfluenzaB,INF_B,272.0,197,True,,none,,33,50,ok,observed_rebound,13.6,2020-04-01,2020-03-01,2022-08-01,29.0,False,2026-05-01,2015-03-01,19.0,12.0,17.0,0.0,False
Niger,RSV,RSV,RSV,161.0,209,True,,none,,23,62,ok,observed_rebound,2.5,2020-04-01,2020-03-01,2021-01-01,10.0,False,2026-05-01,2019-01-01,2.0,2.0,8.0,0.0,False
Niger,Metapneumovirus,Metapneumovirus,METAPNEUMO,0.0,209,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
Niger,Parainfluenza,Parainfluenza,PARAINFLUENZA,0.0,209,False,all_zero,none,,0,0,excluded,all_zero,,,,,,False,2026-05-01,,,,,,
