"Year","Month","Geography_Type","Strata","Strata_Name","Count","Annotation_Code","Annotation_Desc","Data_Revision_Date"
2020,05,Occurrence,Place Type,Hospital,34373,,,09/12/2023
2020,05,Occurrence,Place Type,Freestanding Birth Center,182,,,09/12/2023
2020,05,Occurrence,Place Type,Home,374,,,09/12/2023
2020,05,Occurrence,Place Type,Other/Unknown,54,,,09/12/2023
2020,05,Residence,Total Population,Total Population,34917,,,09/12/2023
2020,05,Residence,Place Type,Hospital,34320,,,09/12/2023
2020,05,Residence,Place Type,Freestanding Birth Center,182,,,09/12/2023
2020,05,Residence,Place Type,Home,373,,,09/12/2023
2020,05,Residence,Place Type,Other/Unknown,42,,,09/12/2023
2020,06,Occurrence,Total Population,Total Population,34465,,,09/12/2023
2020,06,Occurrence,Place Type,Hospital,33901,,,09/12/2023
2020,06,Occurrence,Place Type,Freestanding Birth Center,184,,,09/12/2023
2020,06,Occurrence,Place Type,Home,340,,,09/12/2023
2020,06,Occurrence,Place Type,Other/Unknown,40,,,09/12/2023
2020,06,Residence,Total Population,Total Population,34451,,,09/12/2023
2020,06,Residence,Place Type,Hospital,33900,,,09/12/2023
2020,06,Residence,Place Type,Freestanding Birth Center,183,,,09/12/2023
2020,06,Residence,Place Type,Home,337,,,09/12/2023
2020,06,Residence,Place Type,Other/Unknown,31,,,09/12/2023
2020,07,Occurrence,Total Population,Total Population,37271,,,09/12/2023
2020,07,Occurrence,Place Type,Hospital,36726,,,09/12/2023
2020,07,Occurrence,Place Type,Freestanding Birth Center,161,,,09/12/2023
2020,07,Occurrence,Place Type,Home,329,,,09/12/2023
2020,07,Occurrence,Place Type,Other/Unknown,55,,,09/12/2023
2020,07,Residence,Total Population,Total Population,37220,,,09/12/2023
2020,07,Residence,Place Type,Hospital,36682,,,09/12/2023
2020,07,Residence,Place Type,Freestanding Birth Center,161,,,09/12/2023
2020,07,Residence,Place Type,Home,331,,,09/12/2023
2020,07,Residence,Place Type,Other/Unknown,46,,,09/12/2023
2020,08,Occurrence,Total Population,Total Population,37204,,,09/12/2023
2020,08,Occurrence,Place Type,Hospital,36627,,,09/12/2023
2020,08,Occurrence,Place Type,Freestanding Birth Center,166,,,09/12/2023
2020,08,Occurrence,Place Type,Home,342,,,09/12/2023
2020,08,Occurrence,Place Type,Other/Unknown,69,,,09/12/2023
2020,08,Residence,Total Population,Total Population,37209,,,09/12/2023
2020,08,Residence,Place Type,Hospital,36645,,,09/12/2023
2020,08,Residence,Place Type,Freestanding Birth Center,163,,,09/12/2023
2020,08,Residence,Place Type,Home,341,,,09/12/2023
2020,08,Residence,Place Type,Other/Unknown,60,,,09/12/2023
2020,09,Occurrence,Total Population,Total Population,36457,,,09/12/2023
2020,09,Occurrence,Place Type,Hospital,35880,,,09/12/2023
2020,09,Occurrence,Place Type,Freestanding Birth Center,159,,,09/12/2023
2020,09,Occurrence,Place Type,Home,371,,,09/12/2023
2020,09,Occurrence,Place Type,Other/Unknown,47,,,09/12/2023
2020,09,Residence,Total Population,Total Population,36409,,,09/12/2023
2020,09,Residence,Place Type,Hospital,35840,,,09/12/2023
2020,09,Residence,Place Type,Freestanding Birth Center,160,,,09/12/2023
2020,09,Residence,Place Type,Home,371,,,09/12/2023
2020,09,Residence,Place Type,Other/Unknown,38,,,09/12/2023
2020,10,Occurrence,Total Population,Total Population,35989,,,09/12/2023
2020,10,Occurrence,Place Type,Hospital,35426,,,09/12/2023
2020,10,Occurrence,Place Type,Freestanding Birth Center,182,,,09/12/2023
2020,10,Occurrence,Place Type,Home,317,,,09/12/2023
2020,10,Occurrence,Place Type,Other/Unknown,64,,,09/12/2023
2020,10,Residence,Total Population,Total Population,35953,,,09/12/2023
2020,10,Residence,Place Type,Hospital,35398,,,09/12/2023
2020,10,Residence,Place Type,Freestanding Birth Center,182,,,09/12/2023
2020,10,Residence,Place Type,Home,317,,,09/12/2023
2020,10,Residence,Place Type,Other/Unknown,56,,,09/12/2023
2020,11,Occurrence,Total Population,Total Population,33399,,,09/12/2023
2020,11,Occurrence,Place Type,Hospital,32922,,,09/12/2023
2020,11,Occurrence,Place Type,Freestanding Birth Center,156,,,09/12/2023
2020,11,Occurrence,Place Type,Home,283,,,09/12/2023
2020,11,Occurrence,Place Type,Other/Unknown,38,,,09/12/2023
2020,11,Residence,Total Population,Total Population,33370,,,09/12/2023
2020,11,Residence,Place Type,Hospital,32902,,,09/12/2023
2020,11,Residence,Place Type,Freestanding Birth Center,156,,,09/12/2023
2020,11,Residence,Place Type,Home,282,,,09/12/2023
2020,11,Residence,Place Type,Other/Unknown,30,,,09/12/2023
2020,12,Occurrence,Total Population,Total Population,33160,,,09/12/2023
2020,12,Occurrence,Place Type,Hospital,32636,,,09/12/2023
2020,12,Occurrence,Place Type,Freestanding Birth Center,164,,,09/12/2023
2020,12,Occurrence,Place Type,Home,311,,,09/12/2023
2020,12,Occurrence,Place Type,Other/Unknown,49,,,09/12/2023
2020,12,Residence,Total Population,Total Population,33097,,,09/12/2023
2020,12,Residence,Place Type,Hospital,32583,,,09/12/2023
2020,12,Residence,Place Type,Freestanding Birth Center,166,,,09/12/2023
2020,12,Residence,Place Type,Home,310,,,09/12/2023
2020,12,Residence,Place Type,Other/Unknown,38,,,09/12/2023
2021,01,Occurrence,Total Population,Total Population,31986,,,09/12/2023
2021,01,Occurrence,Place Type,Hospital,31416,,,09/12/2023
2021,01,Occurrence,Place Type,Freestanding Birth Center,169,,,09/12/2023
2021,01,Occurrence,Place Type,Home,339,,,09/12/2023
2021,01,Occurrence,Place Type,Other/Unknown,62,,,09/12/2023
2021,01,Residence,Total Population,Total Population,31920,,,09/12/2023
2021,01,Residence,Place Type,Hospital,31364,,,09/12/2023
2021,01,Residence,Place Type,Freestanding Birth Center,170,,,09/12/2023
2021,01,Residence,Place Type,Home,338,,,09/12/2023
2021,01,Residence,Place Type,Other/Unknown,48,,,09/12/2023
2021,02,Occurrence,Total Population,Total Population,30096,,,09/12/2023
2021,02,Occurrence,Place Type,Hospital,29587,,,09/12/2023
2021,02,Occurrence,Place Type,Freestanding Birth Center,143,,,09/12/2023
2021,02,Occurrence,Place Type,Home,317,,,09/12/2023
2021,02,Occurrence,Place Type,Other/Unknown,49,,,09/12/2023
2021,02,Residence,Total Population,Total Population,30057,,,09/12/2023
2021,02,Residence,Place Type,Hospital,29558,,,09/12/2023
2021,02,Residence,Place Type,Freestanding Birth Center,143,,,09/12/2023
2021,02,Residence,Place Type,Home,317,,,09/12/2023
2021,02,Residence,Place Type,Other/Unknown,39,,,09/12/2023
2021,03,Occurrence,Total Population,Total Population,34649,,,09/12/2023
2021,03,Occurrence,Place Type,Hospital,34062,,,09/12/2023
2021,03,Occurrence,Place Type,Freestanding Birth Center,176,,,09/12/2023
2021,03,Occurrence,Place Type,Home,355,,,09/12/2023
2021,03,Occurrence,Place Type,Other/Unknown,56,,,09/12/2023
2021,03,Residence,Total Population,Total Population,34597,,,09/12/2023
2021,03,Residence,Place Type,Hospital,34027,,,09/12/2023
2021,03,Residence,Place Type,Freestanding Birth Center,177,,,09/12/2023
2021,03,Residence,Place Type,Home,353,,,09/12/2023
2021,03,Residence,Place Type,Other/Unknown,40,,,09/12/2023
2021,04,Occurrence,Total Population,Total Population,33486,,,09/12/2023
2021,04,Occurrence,Place Type,Hospital,32964,,,09/12/2023
2021,04,Occurrence,Place Type,Freestanding Birth Center,157,,,09/12/2023
2021,04,Occurrence,Place Type,Home,315,,,09/12/2023
2021,04,Occurrence,Place Type,Other/Unknown,50,,,09/12/2023
2021,04,Residence,Total Population,Total Population,33448,,,09/12/2023
2021,04,Residence,Place Type,Hospital,32929,,,09/12/2023
2021,04,Residence,Place Type,Freestanding Birth Center,158,,,09/12/2023
2021,04,Residence,Place Type,Home,315,,,09/12/2023
2021,04,Residence,Place Type,Other/Unknown,46,,,09/12/2023
2021,05,Occurrence,Total Population,Total Population,34373,,,09/12/2023
2021,05,Occurrence,Place Type,Hospital,33809,,,09/12/2023
2021,05,Occurrence,Place Type,Freestanding Birth Center,173,,,09/12/2023
2021,05,Occurrence,Place Type,Home,349,,,09/12/2023
2021,05,Occurrence,Place Type,Other/Unknown,42,,,09/12/2023
2021,05,Residence,Total Population,Total Population,34337,,,09/12/2023
2021,05,Residence,Place Type,Hospital,33778,,,09/12/2023
2021,05,Residence,Place Type,Freestanding Birth Center,173,,,09/12/2023
2021,05,Residence,Place Type,Home,349,,,09/12/2023
2021,05,Residence,Place Type,Other/Unknown,37,,,09/12/2023
2021,06,Occurrence,Total Population,Total Population,34950,,,09/12/2023
2021,06,Occurrence,Place Type,Hospital,34385,,,09/12/2023
2021,06,Occurrence,Place Type,Freestanding Birth Center,188,,,09/12/2023
2021,06,Occurrence,Place Type,Home,334,,,09/12/2023
2021,06,Occurrence,Place Type,Other/Unknown,43,,,09/12/2023
2021,06,Residence,Total Population,Total Population,34926,,,09/12/2023
2021,06,Residence,Place Type,Hospital,34372,,,09/12/2023
2021,06,Residence,Place Type,Freestanding Birth Center,184,,,09/12/2023
2021,06,Residence,Place Type,Home,333,,,09/12/2023
2021,06,Residence,Place Type,Other/Unknown,37,,,09/12/2023
2021,07,Occurrence,Total Population,Total Population,36481,,,09/12/2023
2021,07,Occurrence,Place Type,Hospital,35928,,,09/12/2023
2021,07,Occurrence,Place Type,Freestanding Birth Center,158,,,09/12/2023
2021,07,Occurrence,Place Type,Home,350,,,09/12/2023
2021,07,Occurrence,Place Type,Other/Unknown,45,,,09/12/2023
2021,07,Residence,Total Population,Total Population,36453,,,09/12/2023
2021,07,Residence,Place Type,Hospital,35904,,,09/12/2023
2021,07,Residence,Place Type,Freestanding Birth Center,159,,,09/12/2023
2021,07,Residence,Place Type,Home,350,,,09/12/2023
2021,07,Residence,Place Type,Other/Unknown,40,,,09/12/2023
2021,08,Occurrence,Total Population,Total Population,38373,,,09/12/2023
2021,08,Occurrence,Place Type,Hospital,37756,,,09/12/2023
2021,08,Occurrence,Place Type,Freestanding Birth Center,170,,,09/12/2023
2021,08,Occurrence,Place Type,Home,390,,,09/12/2023
2021,08,Occurrence,Place Type,Other/Unknown,57,,,09/12/2023
2021,08,Residence,Total Population,Total Population,38368,,,09/12/2023
2021,08,Residence,Place Type,Hospital,37753,,,09/12/2023
2021,08,Residence,Place Type,Freestanding Birth Center,171,,,09/12/2023
2021,08,Residence,Place Type,Home,391,,,09/12/2023
2021,08,Residence,Place Type,Other/Unknown,53,,,09/12/2023
2021,09,Occurrence,Total Population,Total Population,37481,,,09/12/2023
2021,09,Occurrence,Place Type,Hospital,36898,,,09/12/2023
2021,09,Occurrence,Place Type,Freestanding Birth Center,165,,,09/12/2023
2021,09,Occurrence,Place Type,Home,369,,,09/12/2023
2021,09,Occurrence,Place Type,Other/Unknown,49,,,09/12/2023
2021,09,Residence,Total Population,Total Population,37464,,,09/12/2023
2021,09,Residence,Place Type,Hospital,36885,,,09/12/2023
2021,09,Residence,Place Type,Freestanding Birth Center,169,,,09/12/2023
2021,09,Residence,Place Type,Home,367,,,09/12/2023
2021,09,Residence,Place Type,Other/Unknown,43,,,09/12/2023
2021,10,Occurrence,Total Population,Total Population,37126,,,09/12/2023
2021,10,Occurrence,Place Type,Hospital,36534,,,09/12/2023
2021,10,Occurrence,Place Type,Freestanding Birth Center,170,,,09/12/2023
2021,10,Occurrence,Place Type,Home,363,,,09/12/2023
2021,10,Occurrence,Place Type,Other/Unknown,59,,,09/12/2023
2021,10,Residence,Total Population,Total Population,37090,,,09/12/2023
2021,10,Residence,Place Type,Hospital,36510,,,09/12/2023
2021,10,Residence,Place Type,Freestanding Birth Center,168,,,09/12/2023
2021,10,Residence,Place Type,Home,361,,,09/12/2023
2021,10,Residence,Place Type,Other/Unknown,51,,,09/12/2023
2021,11,Occurrence,Total Population,Total Population,35499,,,09/12/2023
2021,11,Occurrence,Place Type,Hospital,34910,,,09/12/2023
2021,11,Occurrence,Place Type,Freestanding Birth Center,171,,,09/12/2023
2021,11,Occurrence,Place Type,Home,360,,,09/12/2023
2021,11,Occurrence,Place Type,Other/Unknown,58,,,09/12/2023
2021,11,Residence,Total Population,Total Population,35468,,,09/12/2023
2021,11,Residence,Place Type,Hospital,34881,,,09/12/2023
2021,11,Residence,Place Type,Freestanding Birth Center,172,,,09/12/2023
2021,11,Residence,Place Type,Home,361,,,09/12/2023
2021,11,Residence,Place Type,Other/Unknown,54,,,09/12/2023
2021,12,Occurrence,Total Population,Total Population,36775,,,09/12/2023
2021,12,Occurrence,Place Type,Hospital,36193,,,09/12/2023
2021,12,Occurrence,Place Type,Freestanding Birth Center,164,,,09/12/2023
2021,12,Occurrence,Place Type,Home,363,,,09/12/2023
2021,12,Occurrence,Place Type,Other/Unknown,55,,,09/12/2023
2021,12,Residence,Total Population,Total Population,36678,,,09/12/2023
2021,12,Residence,Place Type,Hospital,36101,,,09/12/2023
2021,12,Residence,Place Type,Freestanding Birth Center,164,,,09/12/2023
2021,12,Residence,Place Type,Home,361,,,09/12/2023
2021,12,Residence,Place Type,Other/Unknown,52,,,09/12/2023
2022,01,Occurrence,Total Population,Total Population,34563,,,09/12/2023
2022,01,Occurrence,Place Type,Hospital,33974,,,09/12/2023
2022,01,Occurrence,Place Type,Freestanding Birth Center,166,,,09/12/2023
2022,01,Occurrence,Place Type,Home,359,,,09/12/2023
2022,01,Occurrence,Place Type,Other/Unknown,64,,,09/12/2023
2022,01,Residence,Total Population,Total Population,34506,,,09/12/2023
2022,01,Residence,Place Type,Hospital,33926,,,09/12/2023
2022,01,Residence,Place Type,Freestanding Birth Center,170,,,09/12/2023
2022,01,Residence,Place Type,Home,357,,,09/12/2023
2022,01,Residence,Place Type,Other/Unknown,53,,,09/12/2023
2022,02,Occurrence,Total Population,Total Population,32013,,,09/12/2023
2022,02,Occurrence,Place Type,Hospital,31500,,,09/12/2023
2022,02,Occurrence,Place Type,Freestanding Birth Center,145,,,09/12/2023
2022,02,Occurrence,Place Type,Home,321,,,09/12/2023
2022,02,Occurrence,Place Type,Other/Unknown,47,,,09/12/2023
2022,02,Residence,Total Population,Total Population,31952,,,09/12/2023
2022,02,Residence,Place Type,Hospital,31443,,,09/12/2023
2022,02,Residence,Place Type,Freestanding Birth Center,145,,,09/12/2023
2022,02,Residence,Place Type,Home,320,,,09/12/2023
2022,02,Residence,Place Type,Other/Unknown,44,,,09/12/2023
2022,03,Occurrence,Total Population,Total Population,35509,,,09/12/2023
2022,03,Occurrence,Place Type,Hospital,34884,,,09/12/2023
2022,03,Occurrence,Place Type,Freestanding Birth Center,185,,,09/12/2023
2022,03,Occurrence,Place Type,Home,379,,,09/12/2023
2022,03,Occurrence,Place Type,Other/Unknown,61,,,09/12/2023
2022,03,Residence,Total Population,Total Population,35394,,,09/12/2023
2022,03,Residence,Place Type,Hospital,34787,,,09/12/2023
2022,03,Residence,Place Type,Freestanding Birth Center,184,,,09/12/2023
2022,03,Residence,Place Type,Home,376,,,09/12/2023
2022,03,Residence,Place Type,Other/Unknown,47,,,09/12/2023
2022,04,Occurrence,Total Population,Total Population,32644,,,09/12/2023
2022,04,Occurrence,Place Type,Hospital,32105,,,09/12/2023
2022,04,Occurrence,Place Type,Freestanding Birth Center,153,,,09/12/2023
2022,04,Occurrence,Place Type,Home,347,,,09/12/2023
2022,04,Occurrence,Place Type,Other/Unknown,39,,,09/12/2023
2022,04,Residence,Total Population,Total Population,32571,,,09/12/2023
2022,04,Residence,Place Type,Hospital,32043,,,09/12/2023
2022,04,Residence,Place Type,Freestanding Birth Center,151,,,09/12/2023
2022,04,Residence,Place Type,Home,347,,,09/12/2023
2022,04,Residence,Place Type,Other/Unknown,30,,,09/12/2023
2022,05,Occurrence,Total Population,Total Population,34118,,,09/12/2023
2022,05,Occurrence,Place Type,Hospital,33592,,,09/12/2023
2022,05,Occurrence,Place Type,Freestanding Birth Center,161,,,09/12/2023
2022,05,Occurrence,Place Type,Home,324,,,09/12/2023
2022,05,Occurrence,Place Type,Other/Unknown,41,,,09/12/2023
2022,05,Residence,Total Population,Total Population,34031,,,09/12/2023
2022,05,Residence,Place Type,Hospital,33509,,,09/12/2023
2022,05,Residence,Place Type,Freestanding Birth Center,159,,,09/12/2023
2022,05,Residence,Place Type,Home,326,,,09/12/2023
2022,05,Residence,Place Type,Other/Unknown,37,,,09/12/2023
2022,06,Occurrence,Total Population,Total Population,34293,,,09/12/2023
2022,06,Occurrence,Place Type,Hospital,33751,,,09/12/2023
2022,06,Occurrence,Place Type,Freestanding Birth Center,150,,,09/12/2023
2022,06,Occurrence,Place Type,Home,353,,,09/12/2023
2022,06,Occurrence,Place Type,Other/Unknown,39,,,09/12/2023
2022,06,Residence,Total Population,Total Population,34201,,,09/12/2023
2022,06,Residence,Place Type,Hospital,33665,,,09/12/2023
2022,06,Residence,Place Type,Freestanding Birth Center,151,,,09/12/2023
2022,06,Residence,Place Type,Home,349,,,09/12/2023
2022,06,Residence,Place Type,Other/Unknown,36,,,09/12/2023
2022,07,Occurrence,Total Population,Total Population,36749,,,09/12/2023
2022,07,Occurrence,Place Type,Hospital,36121,,,09/12/2023
2022,07,Occurrence,Place Type,Freestanding Birth Center,190,,,09/12/2023
2022,07,Occurrence,Place Type,Home,375,,,09/12/2023
2022,07,Occurrence,Place Type,Other/Unknown,63,,,09/12/2023
2022,07,Residence,Total Population,Total Population,36652,,,09/12/2023
2022,07,Residence,Place Type,Hospital,36038,,,09/12/2023
2022,07,Residence,Place Type,Freestanding Birth Center,189,,,09/12/2023
2022,07,Residence,Place Type,Home,375,,,09/12/2023
2022,07,Residence,Place Type,Other/Unknown,50,,,09/12/2023
2022,08,Occurrence,Total Population,Total Population,37993,,,09/12/2023
2022,08,Occurrence,Place Type,Hospital,37401,,,09/12/2023
2022,08,Occurrence,Place Type,Freestanding Birth Center,145,,,09/12/2023
2022,08,Occurrence,Place Type,Home,394,,,09/12/2023
2022,08,Occurrence,Place Type,Other/Unknown,53,,,09/12/2023
2022,08,Residence,Total Population,Total Population,37883,,,09/12/2023
2022,08,Residence,Place Type,Hospital,37300,,,09/12/2023
2022,08,Residence,Place Type,Freestanding Birth Center,145,,,09/12/2023
2022,08,Residence,Place Type,Home,393,,,09/12/2023
2022,08,Residence,Place Type,Other/Unknown,45,,,09/12/2023
2022,09,Occurrence,Total Population,Total Population,36052,,,09/12/2023
2022,09,Occurrence,Place Type,Hospital,35487,,,09/12/2023
2022,09,Occurrence,Place Type,Freestanding Birth Center,167,,,09/12/2023
2022,09,Occurrence,Place Type,Home,348,,,09/12/2023
2022,09,Occurrence,Place Type,Other/Unknown,50,,,09/12/2023
2022,09,Residence,Total Population,Total Population,35934,,,09/12/2023
2022,09,Residence,Place Type,Hospital,35378,,,09/12/2023
2022,09,Residence,Place Type,Freestanding Birth Center,168,,,09/12/2023
2022,09,Residence,Place Type,Home,347,,,09/12/2023
2022,09,Residence,Place Type,Other/Unknown,41,,,09/12/2023
2022,10,Occurrence,Total Population,Total Population,35549,,,09/12/2023
2022,10,Occurrence,Place Type,Hospital,35004,,,09/12/2023
2022,10,Occurrence,Place Type,Freestanding Birth Center,165,,,09/12/2023
2022,10,Occurrence,Place Type,Home,326,,,09/12/2023
2022,10,Occurrence,Place Type,Other/Unknown,54,,,09/12/2023
2022,10,Residence,Total Population,Total Population,35414,,,09/12/2023
2022,10,Residence,Place Type,Hospital,34878,,,09/12/2023
2022,10,Residence,Place Type,Freestanding Birth Center,163,,,09/12/2023
2022,10,Residence,Place Type,Home,326,,,09/12/2023
2022,10,Residence,Place Type,Other/Unknown,47,,,09/12/2023
2022,11,Occurrence,Total Population,Total Population,35238,,,09/12/2023
2022,11,Occurrence,Place Type,Hospital,34727,,,09/12/2023
2022,11,Occurrence,Place Type,Freestanding Birth Center,157,,,09/12/2023
2022,11,Occurrence,Place Type,Home,304,,,09/12/2023
2022,11,Occurrence,Place Type,Other/Unknown,50,,,09/12/2023
2022,11,Residence,Total Population,Total Population,35147,,,09/12/2023
2022,11,Residence,Place Type,Hospital,34643,,,09/12/2023
2022,11,Residence,Place Type,Freestanding Birth Center,157,,,09/12/2023
2022,11,Residence,Place Type,Home,304,,,09/12/2023
2022,11,Residence,Place Type,Other/Unknown,43,,,09/12/2023
2022,12,Occurrence,Total Population,Total Population,35672,,,09/12/2023
2022,12,Occurrence,Place Type,Hospital,35165,,,09/12/2023
2022,12,Occurrence,Place Type,Freestanding Birth Center,153,,,09/12/2023
2022,12,Occurrence,Place Type,Home,310,,,09/12/2023
2022,12,Occurrence,Place Type,Other/Unknown,44,,,09/12/2023
2022,12,Residence,Total Population,Total Population,35572,,,09/12/2023
2022,12,Residence,Place Type,Hospital,35064,,,09/12/2023
2022,12,Residence,Place Type,Freestanding Birth Center,154,,,09/12/2023
2022,12,Residence,Place Type,Home,310,,,09/12/2023
2022,12,Residence,Place Type,Other/Unknown,44,,,09/12/2023
